id,from,to,cost,nodes
408,1317670769,475977737,11.72,"['1317670769', '475977737']"
409,475977737,1317670769,11.72,"['475977737', '1317670769']"
410,475977737,475978428,84.77,"['475977737', '475978428']"
411,475978428,475977737,84.77,"['475978428', '475977737']"
412,475978428,1317671261,50.31,"['475978428', '1317671261']"
413,1317671261,475978428,50.31,"['1317671261', '475978428']"
414,1317671261,1317671140,16.27,"['1317671261', '475978402', '1317671140']"
415,1317671140,1317671261,16.27,"['1317671140', '475978402', '1317671261']"
416,1317671140,1317671132,24.01,"['1317671140', '1317671132']"
417,1317671132,1317671140,24.01,"['1317671132', '1317671140']"
418,1317671132,475978939,15.03,"['1317671132', '475978939']"
419,475978939,1317671132,15.03,"['475978939', '1317671132']"
420,475978414,1317681865,70.59,"['475978414', '1317681865']"
421,1317681865,475978414,70.59,"['1317681865', '475978414']"
422,1317681865,475978428,112.53,"['1317681865', '475978428']"
423,475978428,1317681865,112.53,"['475978428', '1317681865']"
424,475978428,1317670750,36.91,"['475978428', '1317670750']"
425,1317670750,475978428,36.91,"['1317670750', '475978428']"
426,1317670750,1317671397,40.94,"['1317670750', '654404035', '1317671397']"
427,1317671397,1317670750,40.94,"['1317671397', '654404035', '1317670750']"
428,1317671397,475978447,39.98,"['1317671397', '475978447']"
429,475978447,1317671397,39.98,"['475978447', '1317671397']"
430,475978447,475978741,125.2,"['475978447', '475978741']"
431,475978741,475978447,125.2,"['475978741', '475978447']"
432,475978741,1888382882,179.96,"['475978741', '475978675', '1888382752', '1888382882']"
433,1888382882,475978741,179.96,"['1888382882', '1888382752', '475978675', '475978741']"
434,475978728,475978741,250.64,"['475978728', '1540904124', '475978741']"
435,475978741,475978728,250.64,"['475978741', '1540904124', '475978728']"
436,475978741,1540771151,111.31,"['475978741', '1540771151']"
437,1540771151,475978741,111.31,"['1540771151', '475978741']"
438,1540771151,475979135,94.99,"['1540771151', '475982287', '475979135']"
439,475979135,1540771151,94.99,"['475979135', '475982287', '1540771151']"
440,475979135,475979960,16.89,"['475979135', '475979960']"
441,475979960,475979135,16.89,"['475979960', '475979135']"
442,76482745,1316471992,21.25,"['76482745', '1316471992']"
443,1316471992,76482745,21.25,"['1316471992', '76482745']"
444,1316471992,1316471728,43.11,"['1316471992', '76482746', '1316471728']"
445,1316471728,1316471992,43.11,"['1316471728', '76482746', '1316471992']"
446,1316471728,1316472081,69.4,"['1316471728', '475977804', '76482747', '1316472081']"
447,1316472081,1316471728,69.4,"['1316472081', '76482747', '475977804', '1316471728']"
448,1316472081,1316471945,48.35,"['1316472081', '1316471945']"
449,1316471945,1316472081,48.35,"['1316471945', '1316472081']"
450,1316471945,475979686,71.96,"['1316471945', '475979686']"
451,475979686,1316471945,71.96,"['475979686', '1316471945']"
452,475979686,1316471879,9.46,"['475979686', '1316471879']"
453,1316471879,475979686,9.46,"['1316471879', '475979686']"
454,1316471879,476556047,33.72,"['1316471879', '476556047']"
455,476556047,1316471879,33.72,"['476556047', '1316471879']"
456,476556047,602393484,145.69,"['476556047', '602393450', '475979688', '7113864517', '602393484']"
457,602393484,476556047,145.69,"['602393484', '7113864517', '475979688', '602393450', '476556047']"
458,602393484,475979960,184.47,"['602393484', '475979690', '1319204529', '475979692', '882614541', '475979960']"
459,475979960,602393484,184.47,"['475979960', '882614541', '475979692', '1319204529', '475979690', '602393484']"
460,475979960,475979698,237.55,"['475979960', '482728439', '3356049693', '475979698']"
461,475979698,475979960,237.55,"['475979698', '3356049693', '482728439', '475979960']"
462,599406834,1316236759,49.44,"['599406834', '6975647422', '1316236759']"
463,1316236759,599406834,49.44,"['1316236759', '6975647422', '599406834']"
464,1316236759,1316236593,48.76,"['1316236759', '599406842', '1316236593']"
465,1316236593,1316236759,48.76,"['1316236593', '599406842', '1316236759']"
466,1316236593,654402303,56.17,"['1316236593', '599406843', '654402303']"
467,654402303,1316236593,56.17,"['654402303', '599406843', '1316236593']"
468,654402303,1316237187,29.52,"['654402303', '599406844', '1316237187']"
469,1316237187,654402303,29.52,"['1316237187', '599406844', '654402303']"
470,1316237187,1316237064,22.47,"['1316237187', '1316237064']"
471,1316237064,1316237187,22.47,"['1316237064', '1316237187']"
472,1316237064,599406827,77.31,"['1316237064', '599406827']"
473,599406827,1316237064,77.31,"['599406827', '1316237064']"
474,599406827,476553848,93.72,"['599406827', '7113864527', '476553848']"
475,476553848,599406827,93.72,"['476553848', '7113864527', '599406827']"
476,476553848,481500507,75.07,"['476553848', '7113864523', '481500507']"
477,481500507,476553848,75.07,"['481500507', '7113864523', '476553848']"
478,481500507,477444694,183.11,"['481500507', '476553852', '1324294618', '477444694']"
479,477444694,481500507,183.11,"['477444694', '1324294618', '476553852', '481500507']"
480,477444694,476553855,17.88,"['477444694', '476553855']"
481,476553855,477444694,17.88,"['476553855', '477444694']"
482,476553960,477444686,18.87,"['476553960', '477444686']"
483,477444686,476553960,18.87,"['477444686', '476553960']"
484,477444686,3560335842,68.86,"['477444686', '1404037138', '3560335842']"
485,3560335842,477444686,68.86,"['3560335842', '1404037138', '477444686']"
486,3560335842,3560335835,42.46,"['3560335842', '1324294280', '3560335835']"
487,3560335835,3560335842,42.46,"['3560335835', '1324294280', '3560335842']"
488,3560335835,481500509,71.24,"['3560335835', '481500509']"
489,481500509,3560335835,71.24,"['481500509', '3560335835']"
490,481500509,476553962,78.68,"['481500509', '476553961', '7113864524', '476553962']"
491,476553962,481500509,78.68,"['476553962', '7113864524', '476553961', '481500509']"
492,476553962,476559329,93.8,"['476553962', '7113864526', '1404037104', '476559329']"
493,476559329,476553962,93.8,"['476559329', '1404037104', '7113864526', '476553962']"
494,476559329,1316471896,126.58,"['476559329', '476553403', '1316471896']"
495,1316471896,476559329,126.58,"['1316471896', '476553403', '476559329']"
496,1316471896,1316471978,51.51,"['1316471896', '654402301', '1316471978']"
497,1316471978,1316471896,51.51,"['1316471978', '654402301', '1316471896']"
498,1316471978,1316471792,82.71,"['1316471978', '476553402', '1316471792']"
499,1316471792,1316471978,82.71,"['1316471792', '476553402', '1316471978']"
500,1316471792,476556641,28.62,"['1316471792', '6975647421', '476556641']"
501,476556641,1316471792,28.62,"['476556641', '6975647421', '1316471792']"
502,476556641,1316472061,85.17,"['476556641', '6975647419', '476553401', '1316472061']"
503,1316472061,476556641,85.17,"['1316472061', '476553401', '6975647419', '476556641']"
504,1316472061,599406636,88.22,"['1316472061', '599406636']"
505,599406636,1316472061,88.22,"['599406636', '1316472061']"
506,476554611,1316472107,132.42,"['476554611', '476554805', '1316472107']"
507,1316472107,476554611,132.42,"['1316472107', '476554805', '476554611']"
508,1316472107,1316471872,10.61,"['1316472107', '1316471872']"
509,1316471872,1316472107,10.61,"['1316471872', '1316472107']"
510,1316471872,1316471819,40.09,"['1316471872', '1316471819']"
511,1316471819,1316471872,40.09,"['1316471819', '1316471872']"
512,1316471819,1316471753,26.19,"['1316471819', '476554807', '1316471753']"
513,1316471753,1316471819,26.19,"['1316471753', '476554807', '1316471819']"
514,1316471753,1316471714,39.76,"['1316471753', '1316471714']"
515,1316471714,1316471753,39.76,"['1316471714', '1316471753']"
516,1316471714,1320103679,6.65,"['1316471714', '1320103679']"
517,1320103679,1316471714,6.65,"['1320103679', '1316471714']"
518,1320103679,1316471999,6.63,"['1320103679', '1316471999']"
519,1316471999,1320103679,6.63,"['1316471999', '1320103679']"
520,1316471999,476554809,38.75,"['1316471999', '476554809']"
521,476554809,1316471999,38.75,"['476554809', '1316471999']"
522,475977669,1316471745,80.88,"['475977669', '1316471745']"
523,1316471745,475977669,80.88,"['1316471745', '475977669']"
524,1316471745,1316472028,28.52,"['1316471745', '1316472028']"
525,1316472028,1316471745,28.52,"['1316472028', '1316471745']"
526,1316472028,1316471699,28.93,"['1316472028', '1316471699']"
527,1316471699,1316472028,28.93,"['1316471699', '1316472028']"
528,1316471699,1316471883,57.4,"['1316471699', '476555409', '1316471883']"
529,1316471883,1316471699,57.4,"['1316471883', '476555409', '1316471699']"
530,1316471883,1320103889,13.5,"['1316471883', '1320103889']"
531,1320103889,1316471883,13.5,"['1320103889', '1316471883']"
532,1320103889,1320104098,3.78,"['1320103889', '1320104098']"
533,1320104098,1320103889,3.78,"['1320104098', '1320103889']"
534,1320104098,1320103934,53.7,"['1320104098', '1320103934']"
535,1320103934,1320104098,53.7,"['1320103934', '1320104098']"
536,1320103934,476556302,5.09,"['1320103934', '476556302']"
537,476556302,1320103934,5.09,"['476556302', '1320103934']"
538,476556302,1316471754,15.26,"['476556302', '1316471754']"
539,1316471754,476556302,15.26,"['1316471754', '476556302']"
540,1316471754,1320104043,14.3,"['1316471754', '1320104043']"
541,1320104043,1316471754,14.3,"['1320104043', '1316471754']"
542,1320104043,1316471946,17.41,"['1320104043', '1316471946']"
543,1316471946,1320104043,17.41,"['1316471946', '1320104043']"
544,1316471946,1320103936,5.81,"['1316471946', '1320103936']"
545,1320103936,1316471946,5.81,"['1320103936', '1316471946']"
546,1320103936,1320103989,21.35,"['1320103936', '1320103989']"
547,1320103989,1320103936,21.35,"['1320103989', '1320103936']"
548,1320103989,1320104088,38.23,"['1320103989', '476555412', '1320104088']"
549,1320104088,1320103989,38.23,"['1320104088', '476555412', '1320103989']"
550,1320104088,1316471803,7.92,"['1320104088', '1316471803']"
551,1316471803,1320104088,7.92,"['1316471803', '1320104088']"
552,1316471803,1320103684,15.73,"['1316471803', '1320103684']"
553,1320103684,1316471803,15.73,"['1320103684', '1316471803']"
554,1320103684,1320103603,37.36,"['1320103684', '1320103603']"
555,1320103603,1320103684,37.36,"['1320103603', '1320103684']"
556,1320103603,476557955,29.58,"['1320103603', '476557955']"
557,476557955,1320103603,29.58,"['476557955', '1320103603']"
558,476557955,1320104124,37.77,"['476557955', '1320104124']"
559,1320104124,476557955,37.77,"['1320104124', '476557955']"
560,1320104124,1320103955,30.11,"['1320104124', '476555415', '1320103955']"
561,1320103955,1320104124,30.11,"['1320103955', '476555415', '1320104124']"
562,1320103955,1320104105,8.36,"['1320103955', '1320104105']"
563,1320104105,1320103955,8.36,"['1320104105', '1320103955']"
564,1320104105,1320104117,13.14,"['1320104105', '1320104117']"
565,1320104117,1320104105,13.14,"['1320104117', '1320104105']"
566,1320104117,1320103891,27.58,"['1320104117', '1320103891']"
567,1320103891,1320104117,27.58,"['1320103891', '1320104117']"
568,1320103891,1320103964,32.8,"['1320103891', '1320103964']"
569,1320103964,1320103891,32.8,"['1320103964', '1320103891']"
570,1320103964,1320103644,18.39,"['1320103964', '1320103644']"
571,1320103644,1320103964,18.39,"['1320103644', '1320103964']"
572,1320103644,476559347,26.41,"['1320103644', '476559347']"
573,476559347,1320103644,26.41,"['476559347', '1320103644']"
574,476559347,476555419,121.99,"['476559347', '476555417', '7113864538', '476555419']"
575,476555419,476559347,121.99,"['476555419', '7113864538', '476555417', '476559347']"
576,476556038,1320103999,84.72,"['476556038', '1320103999']"
577,1320103999,476556038,84.72,"['1320103999', '476556038']"
578,1320103999,1320103877,17.29,"['1320103999', '1320103877']"
579,1320103877,1320103999,17.29,"['1320103877', '1320103999']"
580,1320103877,476556039,16.59,"['1320103877', '476556039']"
581,476556039,1320103877,16.59,"['476556039', '1320103877']"
582,476556039,1320104092,55.69,"['476556039', '1320104092']"
583,1320104092,476556039,55.69,"['1320104092', '476556039']"
584,1320104092,1320103992,37.12,"['1320104092', '1320103992']"
585,1320103992,1320104092,37.12,"['1320103992', '1320104092']"
586,1320103992,1319204556,26.93,"['1320103992', '476556040', '1319204556']"
587,1319204556,1320103992,26.93,"['1319204556', '476556040', '1320103992']"
588,476556641,599406834,11.19,"['476556641', '599406834']"
589,599406834,476556641,11.19,"['599406834', '476556641']"
590,599406834,1316236929,100.38,"['599406834', '6975647423', '1316236929']"
591,1316236929,599406834,100.38,"['1316236929', '6975647423', '599406834']"
592,1316236929,483099864,73.26,"['1316236929', '483099864']"
593,483099864,1316236929,73.26,"['483099864', '1316236929']"
594,483099864,1316236857,22.53,"['483099864', '1316236857']"
595,1316236857,483099864,22.53,"['1316236857', '483099864']"
596,1316236857,476559922,15.4,"['1316236857', '476559922']"
597,476559922,1316236857,15.4,"['476559922', '1316236857']"
598,476559922,1316236428,23.47,"['476559922', '1316236428']"
599,1316236428,476559922,23.47,"['1316236428', '476559922']"
600,1316236428,481498188,69.25,"['1316236428', '476556643', '481498188']"
601,481498188,1316236428,69.25,"['481498188', '476556643', '1316236428']"
602,481498188,1316472038,86.74,"['481498188', '1563370146', '1316472038']"
603,1316472038,481498188,86.74,"['1316472038', '1563370146', '481498188']"
604,1316472038,1316471916,21.54,"['1316472038', '1316471916']"
605,1316471916,1316472038,21.54,"['1316471916', '1316472038']"
606,1316471916,1316471825,26.7,"['1316471916', '1316471825']"
607,1316471825,1316471916,26.7,"['1316471825', '1316471916']"
608,1316471825,1316236825,32.06,"['1316471825', '1316236825']"
609,1316236825,1316471825,32.06,"['1316236825', '1316471825']"
610,1316236825,476556645,25.32,"['1316236825', '476556645']"
611,476556645,1316236825,25.32,"['476556645', '1316236825']"
612,476558313,476559394,102.96,"['476558313', '7113864521', '476559393', '476559394']"
613,476559394,476558313,102.96,"['476559394', '476559393', '7113864521', '476558313']"
614,476559394,476559988,103.81,"['476559394', '476559988']"
615,476559988,476559394,103.81,"['476559988', '476559394']"
616,476559988,1316472118,44.8,"['476559988', '1316472118']"
617,1316472118,476559988,44.8,"['1316472118', '476559988']"
618,1316472118,1316237110,7.2,"['1316472118', '1316237110']"
619,1316237110,1316472118,7.2,"['1316237110', '1316472118']"
620,1316237110,1316471929,22.53,"['1316237110', '1316471929']"
621,1316471929,1316237110,22.53,"['1316471929', '1316237110']"
622,1316471929,599406827,58.29,"['1316471929', '599406827']"
623,599406827,1316471929,58.29,"['599406827', '1316471929']"
624,599406827,476559329,13.2,"['599406827', '476559329']"
625,476559329,599406827,13.2,"['476559329', '599406827']"
626,476559329,476554817,140.42,"['476559329', '1404037113', '476559396', '476554817']"
627,476554817,476559329,140.42,"['476554817', '476559396', '1404037113', '476559329']"
628,476559922,1316236807,39.75,"['476559922', '1316236807']"
629,1316236807,476559922,39.75,"['1316236807', '476559922']"
