id,from,to,cost,nodes
468,306,815,29.52,"['654402303', '599406844', '1316237187']"
469,815,306,29.52,"['1316237187', '599406844', '654402303']"
470,815,775,22.47,"['1316237187', '1316237064']"
471,775,815,22.47,"['1316237064', '1316237187']"
472,775,231,77.31,"['1316237064', '599406827']"
473,231,775,77.31,"['599406827', '1316237064']"
474,231,82,93.72,"['599406827', '7113864527', '476553848']"
475,82,231,93.72,"['476553848', '7113864527', '599406827']"
476,82,181,75.07,"['476553848', '7113864523', '481500507']"
477,181,82,75.07,"['481500507', '7113864523', '476553848']"
478,181,124,183.11,"['481500507', '476553852', '1324294618', '477444694']"
479,124,181,183.11,"['477444694', '1324294618', '476553852', '481500507']"
480,124,83,17.88,"['477444694', '476553855']"
481,83,124,17.88,"['476553855', '477444694']"
482,84,123,18.87,"['476553960', '477444686']"
483,123,84,18.87,"['477444686', '476553960']"
484,123,1992,68.86,"['477444686', '1404037138', '3560335842']"
485,1992,123,68.86,"['3560335842', '1404037138', '477444686']"
486,1992,1990,42.46,"['3560335842', '1324294280', '3560335835']"
487,1990,1992,42.46,"['3560335835', '1324294280', '3560335842']"
488,1990,182,71.24,"['3560335835', '481500509']"
489,182,1990,71.24,"['481500509', '3560335835']"
490,182,85,78.68,"['481500509', '476553961', '7113864524', '476553962']"
491,85,182,78.68,"['476553962', '7113864524', '476553961', '481500509']"
492,85,103,93.8,"['476553962', '7113864526', '1404037104', '476559329']"
493,103,85,93.8,"['476559329', '1404037104', '7113864526', '476553962']"
494,103,968,126.58,"['476559329', '476553403', '1316471896']"
495,968,103,126.58,"['1316471896', '476553403', '476559329']"
496,968,1013,51.51,"['1316471896', '654402301', '1316471978']"
497,1013,968,51.51,"['1316471978', '654402301', '1316471896']"
498,1013,900,82.71,"['1316471978', '476553402', '1316471792']"
499,900,1013,82.71,"['1316471792', '476553402', '1316471978']"
500,900,98,28.62,"['1316471792', '6975647421', '476556641']"
501,98,900,28.62,"['476556641', '6975647421', '1316471792']"
502,98,1039,85.17,"['476556641', '6975647419', '476553401', '1316472061']"
503,1039,98,85.17,"['1316472061', '476553401', '6975647419', '476556641']"
504,1039,230,88.22,"['1316472061', '599406636']"
505,230,1039,88.22,"['599406636', '1316472061']"
506,86,1048,132.42,"['476554611', '476554805', '1316472107']"
507,1048,86,132.42,"['1316472107', '476554805', '476554611']"
508,1048,951,10.61,"['1316472107', '1316471872']"
509,951,1048,10.61,"['1316471872', '1316472107']"
510,951,918,40.09,"['1316471872', '1316471819']"
511,918,951,40.09,"['1316471819', '1316471872']"
512,918,885,26.19,"['1316471819', '476554807', '1316471753']"
513,885,918,26.19,"['1316471753', '476554807', '1316471819']"
514,885,857,39.76,"['1316471753', '1316471714']"
515,857,885,39.76,"['1316471714', '1316471753']"
516,857,1583,6.65,"['1316471714', '1320103679']"
517,1583,857,6.65,"['1320103679', '1316471714']"
518,1583,1022,6.63,"['1320103679', '1316471999']"
519,1022,1583,6.63,"['1316471999', '1320103679']"
520,1022,87,38.75,"['1316471999', '476554809']"
521,87,1022,38.75,"['476554809', '1316471999']"
522,57,881,80.88,"['475977669', '1316471745']"
523,881,57,80.88,"['1316471745', '475977669']"
524,881,1031,28.52,"['1316471745', '1316472028']"
525,1031,881,28.52,"['1316472028', '1316471745']"
526,1031,847,28.93,"['1316472028', '1316471699']"
527,847,1031,28.93,"['1316471699', '1316472028']"
528,847,958,57.4,"['1316471699', '476555409', '1316471883']"
529,958,847,57.4,"['1316471883', '476555409', '1316471699']"
530,958,1657,13.5,"['1316471883', '1320103889']"
531,1657,958,13.5,"['1320103889', '1316471883']"
532,1657,1782,3.78,"['1320103889', '1320104098']"
533,1782,1657,3.78,"['1320104098', '1320103889']"
534,1782,1688,53.7,"['1320104098', '1320103934']"
535,1688,1782,53.7,"['1320103934', '1320104098']"
536,1688,96,5.09,"['1320103934', '476556302']"
537,96,1688,5.09,"['476556302', '1320103934']"
538,96,886,15.26,"['476556302', '1316471754']"
539,886,96,15.26,"['1316471754', '476556302']"
540,886,1746,14.3,"['1316471754', '1320104043']"
541,1746,886,14.3,"['1320104043', '1316471754']"
542,1746,996,17.41,"['1320104043', '1316471946']"
543,996,1746,17.41,"['1316471946', '1320104043']"
544,996,1689,5.81,"['1316471946', '1320103936']"
545,1689,996,5.81,"['1320103936', '1316471946']"
546,1689,1723,21.35,"['1320103936', '1320103989']"
547,1723,1689,21.35,"['1320103989', '1320103936']"
548,1723,1773,38.23,"['1320103989', '476555412', '1320104088']"
549,1773,1723,38.23,"['1320104088', '476555412', '1320103989']"
550,1773,908,7.92,"['1320104088', '1316471803']"
551,908,1773,7.92,"['1316471803', '1320104088']"
552,908,1585,15.73,"['1316471803', '1320103684']"
553,1585,908,15.73,"['1320103684', '1316471803']"
554,1585,1559,37.36,"['1320103684', '1320103603']"
555,1559,1585,37.36,"['1320103603', '1320103684']"
556,1559,101,29.58,"['1320103603', '476557955']"
557,101,1559,29.58,"['476557955', '1320103603']"
558,101,1800,37.77,"['476557955', '1320104124']"
559,1800,101,37.77,"['1320104124', '476557955']"
560,1800,1703,30.11,"['1320104124', '476555415', '1320103955']"
561,1703,1800,30.11,"['1320103955', '476555415', '1320104124']"
562,1703,1788,8.36,"['1320103955', '1320104105']"
563,1788,1703,8.36,"['1320104105', '1320103955']"
564,1788,1795,13.14,"['1320104105', '1320104117']"
565,1795,1788,13.14,"['1320104117', '1320104105']"
566,1795,1658,27.58,"['1320104117', '1320103891']"
567,1658,1795,27.58,"['1320103891', '1320104117']"
568,1658,1708,32.8,"['1320103891', '1320103964']"
569,1708,1658,32.8,"['1320103964', '1320103891']"
570,1708,1574,18.39,"['1320103964', '1320103644']"
571,1574,1708,18.39,"['1320103644', '1320103964']"
572,1574,104,26.41,"['1320103644', '476559347']"
573,104,1574,26.41,"['476559347', '1320103644']"
574,104,90,121.99,"['476559347', '476555417', '7113864538', '476555419']"
575,90,104,121.99,"['476555419', '7113864538', '476555417', '476559347']"
576,93,1730,84.72,"['476556038', '1320103999']"
577,1730,93,84.72,"['1320103999', '476556038']"
578,1730,1649,17.29,"['1320103999', '1320103877']"
579,1649,1730,17.29,"['1320103877', '1320103999']"
580,1649,94,16.59,"['1320103877', '476556039']"
581,94,1649,16.59,"['476556039', '1320103877']"
582,94,1776,55.69,"['476556039', '1320104092']"
583,1776,94,55.69,"['1320104092', '476556039']"
584,1776,1724,37.12,"['1320104092', '1320103992']"
585,1724,1776,37.12,"['1320103992', '1320104092']"
586,1724,1534,26.93,"['1320103992', '476556040', '1319204556']"
587,1534,1724,26.93,"['1319204556', '476556040', '1320103992']"
588,98,232,11.19,"['476556641', '599406834']"
589,232,98,11.19,"['599406834', '476556641']"
590,232,739,100.38,"['599406834', '6975647423', '1316236929']"
591,739,232,100.38,"['1316236929', '6975647423', '599406834']"
592,739,211,73.26,"['1316236929', '483099864']"
593,211,739,73.26,"['483099864', '1316236929']"
594,211,716,22.53,"['483099864', '1316236857']"
595,716,211,22.53,"['1316236857', '483099864']"
596,716,109,15.4,"['1316236857', '476559922']"
597,109,716,15.4,"['476559922', '1316236857']"
598,109,575,23.47,"['476559922', '1316236428']"
599,575,109,23.47,"['1316236428', '476559922']"
600,575,174,69.25,"['1316236428', '476556643', '481498188']"
601,174,575,69.25,"['481498188', '476556643', '1316236428']"
602,174,1035,86.74,"['481498188', '1563370146', '1316472038']"
603,1035,174,86.74,"['1316472038', '1563370146', '481498188']"
604,1035,981,21.54,"['1316472038', '1316471916']"
605,981,1035,21.54,"['1316471916', '1316472038']"
606,981,921,26.7,"['1316471916', '1316471825']"
607,921,981,26.7,"['1316471825', '1316471916']"
608,921,704,32.06,"['1316471825', '1316236825']"
609,704,921,32.06,"['1316236825', '1316471825']"
610,704,99,25.32,"['1316236825', '476556645']"
611,99,704,25.32,"['476556645', '1316236825']"
612,102,106,102.96,"['476558313', '7113864521', '476559393', '476559394']"
613,106,102,102.96,"['476559394', '476559393', '7113864521', '476558313']"
614,106,110,103.81,"['476559394', '476559988']"
615,110,106,103.81,"['476559988', '476559394']"
616,110,1051,44.8,"['476559988', '1316472118']"
617,1051,110,44.8,"['1316472118', '476559988']"
618,1051,790,7.2,"['1316472118', '1316237110']"
619,790,1051,7.2,"['1316237110', '1316472118']"
620,790,990,22.53,"['1316237110', '1316471929']"
621,990,790,22.53,"['1316471929', '1316237110']"
622,990,231,58.29,"['1316471929', '599406827']"
623,231,990,58.29,"['599406827', '1316471929']"
624,231,103,13.2,"['599406827', '476559329']"
625,103,231,13.2,"['476559329', '599406827']"
626,103,89,140.42,"['476559329', '1404037113', '476559396', '476554817']"
627,89,103,140.42,"['476554817', '476559396', '1404037113', '476559329']"
628,109,698,39.75,"['476559922', '1316236807']"
629,698,109,39.75,"['1316236807', '476559922']"
630,698,562,13.84,"['1316236807', '1316236406']"
631,562,698,13.84,"['1316236406', '1316236807']"
632,562,752,28.23,"['1316236406', '1316236979']"
633,752,562,28.23,"['1316236979', '1316236406']"
634,752,610,20.34,"['1316236979', '1316236520']"
635,610,752,20.34,"['1316236520', '1316236979']"
636,610,307,20.33,"['1316236520', '654403074']"
637,307,610,20.33,"['654403074', '1316236520']"
638,307,763,20.92,"['654403074', '1316237012']"
639,763,307,20.92,"['1316237012', '654403074']"
640,763,711,28.33,"['1316237012', '4861469313', '1316236844']"
641,711,763,28.33,"['1316236844', '4861469313', '1316237012']"
642,711,803,20.38,"['1316236844', '1316237157']"
643,803,711,20.38,"['1316237157', '1316236844']"
644,803,564,16.15,"['1316237157', '1316236408']"
645,564,803,16.15,"['1316236408', '1316237157']"
646,564,654,15.2,"['1316236408', '1316236681']"
647,654,564,15.2,"['1316236681', '1316236408']"
648,654,548,12.66,"['1316236681', '1316236368']"
649,548,654,12.66,"['1316236368', '1316236681']"
650,548,110,19.71,"['1316236368', '476559988']"
651,110,548,19.71,"['476559988', '1316236368']"
652,110,111,82.71,"['476559988', '1563370141', '476559990']"
653,111,110,82.71,"['476559990', '1563370141', '476559988']"
654,111,180,88.85,"['476559990', '481500505']"
655,180,111,88.85,"['481500505', '476559990']"
656,180,112,150.88,"['481500505', '1324294478', '477444705', '476560013']"
657,112,180,150.88,"['476560013', '477444705', '1324294478', '481500505']"
658,112,125,20.17,"['476560013', '477445174']"
659,125,112,20.17,"['477445174', '476560013']"
660,125,322,51.51,"['477445174', '856909306']"
661,322,125,51.51,"['856909306', '477445174']"
662,322,320,51.53,"['856909306', '856909650', '856909286']"
663,320,322,51.53,"['856909286', '856909650', '856909306']"
664,114,115,515.08,"['476560879', '476561126', '476561127', '476561128', '1319204488', '1563373714', '1319204501', '1319204493', '481500915', '1319204589', '1319641025', '482729263', '476561129', '1563362026', '476561130']"
665,115,114,515.08,"['476561130', '1563362026', '476561129', '482729263', '1319641025', '1319204589', '481500915', '1319204493', '1319204501', '1563373714', '1319204488', '476561128', '476561127', '476561126', '476560879']"
666,132,134,243.43,"['479286226', '1315785290', '479293180', '1315785507', '479286446']"
667,134,132,243.43,"['479286446', '1315785507', '479293180', '1315785290', '479286226']"
668,134,389,24.29,"['479286446', '1315785384']"
669,389,134,24.29,"['1315785384', '479286446']"
670,389,370,22.12,"['1315785384', '1315785297']"
671,370,389,22.12,"['1315785297', '1315785384']"
672,370,357,13.97,"['1315785297', '1315785261']"
673,357,370,13.97,"['1315785261', '1315785297']"
674,357,399,17.02,"['1315785261', '1315785427']"
675,399,357,17.02,"['1315785427', '1315785261']"
676,399,452,9.58,"['1315785427', '1315785622']"
677,452,399,9.58,"['1315785622', '1315785427']"
678,452,372,7.84,"['1315785622', '1315785310']"
679,372,452,7.84,"['1315785310', '1315785622']"
680,372,379,9.84,"['1315785310', '1315785339']"
681,379,372,9.84,"['1315785339', '1315785310']"
682,379,418,6.67,"['1315785339', '1315785501']"
683,418,379,6.67,"['1315785501', '1315785339']"
684,418,133,43.27,"['1315785501', '479286375']"
685,133,418,43.27,"['479286375', '1315785501']"
686,133,138,46.63,"['479286375', '479291272']"
687,138,133,46.63,"['479291272', '479286375']"
688,136,449,29.12,"['479288912', '1315785614']"
689,449,136,29.12,"['1315785614', '479288912']"
690,449,413,18.46,"['1315785614', '1315785479']"
691,413,449,18.46,"['1315785479', '1315785614']"
692,413,441,16.63,"['1315785479', '1315785600']"
693,441,413,16.63,"['1315785600', '1315785479']"
694,441,378,16.39,"['1315785600', '1315785337']"
695,378,441,16.39,"['1315785337', '1315785600']"
696,378,393,21.73,"['1315785337', '1315785401']"
697,393,378,21.73,"['1315785401', '1315785337']"
698,393,135,41.83,"['1315785401', '479288842']"
699,135,393,41.83,"['479288842', '1315785401']"
700,135,360,25.49,"['479288842', '1315785274']"
701,360,135,25.49,"['1315785274', '479288842']"
702,360,381,19.49,"['1315785274', '1315785344']"
703,381,360,19.49,"['1315785344', '1315785274']"
704,381,127,202.46,"['1315785344', '1315785443', '1315785399', '1315785563', '1315785358', '479293036', '1315785405', '1315785607', '1315785592', '1315785258', '1315785616', '477618799']"
705,127,381,202.46,"['477618799', '1315785616', '1315785258', '1315785592', '1315785607', '1315785405', '479293036', '1315785358', '1315785563', '1315785399', '1315785443', '1315785344']"
706,31,170,137.61,"['385113763', '481397312']"
707,170,31,137.61,"['481397312', '385113763']"
708,170,443,75.02,"['481397312', '385113970', '1315785605']"
709,443,170,75.02,"['1315785605', '385113970', '481397312']"
710,443,412,35.7,"['1315785605', '481390844', '1315785477']"
711,412,443,35.7,"['1315785477', '481390844', '1315785605']"
712,412,39,32.71,"['1315785477', '385113971']"
713,39,412,32.71,"['385113971', '1315785477']"
714,39,173,22.42,"['385113971', '481439262']"
715,173,39,22.42,"['481439262', '385113971']"
716,173,168,219.11,"['481439262', '385113972', '385113973', '385113974', '481396599']"
717,168,173,219.11,"['481396599', '385113974', '385113973', '385113972', '481439262']"
718,168,138,26.67,"['481396599', '479291272']"
719,138,168,26.67,"['479291272', '481396599']"
720,138,40,79.82,"['479291272', '385113975']"
721,40,138,79.82,"['385113975', '479291272']"
722,126,139,250.47,"['477618430', '479292967', '1573781748', '479292469']"
723,139,126,250.47,"['479292469', '1573781748', '479292967', '477618430']"
724,139,442,43.15,"['479292469', '1315785601']"
725,442,139,43.15,"['1315785601', '479292469']"
726,442,137,93.1,"['1315785601', '1503769891', '479290062']"
727,137,442,93.1,"['479290062', '1503769891', '1315785601']"
728,137,1968,98.58,"['479290062', '1562117598']"
729,1968,137,98.58,"['1562117598', '479290062']"
730,1968,425,100.72,"['1562117598', '479292494', '1315785534']"
731,425,1968,100.72,"['1315785534', '479292494', '1562117598']"
732,425,158,58.8,"['1315785534', '481390600', '479292512', '481390560']"
733,158,425,58.8,"['481390560', '479292512', '481390600', '1315785534']"
734,26,251,114.85,"['152878617', '4075546737', '4075546738', '4075546740', '601663327']"
735,251,26,114.85,"['601663327', '4075546740', '4075546738', '4075546737', '152878617']"
736,314,1192,59.1,"['773662896', '1316623614']"
737,1192,314,59.1,"['1316623614', '773662896']"
738,1192,1189,56.32,"['1316623614', '1316623595']"
739,1189,1192,56.32,"['1316623595', '1316623614']"
740,1189,312,18.92,"['1316623595', '773662836']"
741,312,1189,18.92,"['773662836', '1316623595']"
742,312,1210,15.66,"['773662836', '1316623678']"
743,1210,312,15.66,"['1316623678', '773662836']"
744,1210,1142,32.77,"['1316623678', '1316623305', '1316623425']"
745,1142,1210,32.77,"['1316623425', '1316623305', '1316623678']"
746,1142,148,30.36,"['1316623425', '481387485']"
747,148,1142,30.36,"['481387485', '1316623425']"
748,148,1163,31.78,"['481387485', '1316623505']"
749,1163,148,31.78,"['1316623505', '481387485']"
750,1163,1224,11.25,"['1316623505', '1316623736']"
751,1224,1163,11.25,"['1316623736', '1316623505']"
752,1224,1120,32.75,"['1316623736', '1316623346']"
753,1120,1224,32.75,"['1316623346', '1316623736']"
754,1120,1105,28.38,"['1316623346', '481387488', '1316623287']"
755,1105,1120,28.38,"['1316623287', '481387488', '1316623346']"
756,1105,1114,28.24,"['1316623287', '1316623323']"
757,1114,1105,28.24,"['1316623323', '1316623287']"
758,1114,25,20.9,"['1316623323', '152848312']"
759,25,1114,20.9,"['152848312', '1316623323']"
760,36,64,19.39,"['385113791', '475978022']"
761,64,36,19.39,"['475978022', '385113791']"
762,64,1130,18.66,"['475978022', '1316623387']"
763,1130,64,18.66,"['1316623387', '475978022']"
764,1130,1215,21.28,"['1316623387', '1316623701']"
765,1215,1130,21.28,"['1316623701', '1316623387']"
766,1215,1159,21.31,"['1316623701', '1316623490']"
767,1159,1215,21.31,"['1316623490', '1316623701']"
